Geographic Area,Pop_2000,State
.Garfield County,"4,705",Utah
.Grand County,"8,436",Utah
.Iron County,"34,771",Utah
.Juab County,"8,388",Utah
.Kane County,"6,000",Utah
.Millard County,"12,294",Utah
.Morgan County,"7,337",Utah
.Piute County,"1,414",Utah
.Rich County,"1,932",Utah
.Salt Lake County,"910,750",Utah
.San Juan County,"13,495",Utah
.Sanpete County,"23,294",Utah
.Sevier County,"18,975",Utah
.Summit County,"30,803",Utah
.Tooele County,"43,331",Utah
.Uintah County,"25,786",Utah
.Utah County,"385,671",Utah
.Wasatch County,"16,205",Utah
.Washington County,"94,512",Utah
.Wayne County,"2,532",Utah
.Weber County,"200,073",Utah
.Addison County,"36,055",Vermont
.Bennington County,"36,974",Vermont
.Caledonia County,"29,704",Vermont
.Chittenden County,"148,441",Vermont
.Essex County,"6,467",Vermont
.Franklin County,"45,900",Vermont
.Grand Isle County,"7,020",Vermont
.Lamoille County,"23,378",Vermont
.Orange County,"28,696",Vermont
.Orleans County,"26,443",Vermont
.Rutland County,"63,132",Vermont
.Washington County,"58,526",Vermont
.Windham County,"43,998",Vermont
.Windsor County,"57,489",Vermont
.Accomack County,"37,742",Virginia
.Albemarle County,"85,002",Virginia
.Alleghany County,"17,082",Virginia
.Amelia County,"11,481",Virginia
.Amherst County,"31,953",Virginia
.Appomattox County,"13,809",Virginia
.Arlington County,"190,386",Virginia
.Augusta County,"66,124",Virginia
.Bath County,"4,997",Virginia
.Bedford County,"60,985",Virginia
.Bland County,"6,876",Virginia
.Botetourt County,"30,748",Virginia
.Brunswick County,"18,331",Virginia
.Buchanan County,"26,501",Virginia
.Buckingham County,"15,857",Virginia
.Campbell County,"51,349",Virginia
.Caroline County,"22,168",Virginia
.Carroll County,"29,448",Virginia
.Charles City County,"6,952",Virginia
.Charlotte County,"12,481",Virginia
.Chesterfield County,"265,544",Virginia
.Clarke County,"12,862",Virginia
.Craig County,"5,056",Virginia
.Culpeper County,"35,299",Virginia
.Cumberland County,"9,002",Virginia
.Dickenson County,"16,237",Virginia
.Dinwiddie County,"24,666",Virginia
.Essex County,"9,994",Virginia
.Fairfax County,"991,564",Virginia
.Fauquier County,"56,878",Virginia
.Floyd County,"14,086",Virginia
.Fluvanna County,"21,027",Virginia
.Franklin County,"48,384",Virginia
.Frederick County,"61,360",Virginia
.Giles County,"16,799",Virginia
.Gloucester County,"34,852",Virginia
.Goochland County,"17,250",Virginia
.Grayson County,"16,548",Virginia
.Greene County,"15,793",Virginia
.Greensville County,"11,605",Virginia
.Halifax County,"37,003",Virginia
.Hanover County,"88,845",Virginia
.Henrico County,"267,722",Virginia
.Henry County,"57,393",Virginia
.Highland County,"2,530",Virginia
.Isle of Wight County,"30,119",Virginia
.James City County,"49,786",Virginia
.King and Queen County,"6,607",Virginia
.King George County,"17,136",Virginia
.King William County,"13,412",Virginia
.Lancaster County,"11,401",Virginia
.Lee County,"23,320",Virginia
.Loudoun County,"189,910",Virginia
.Louisa County,"26,320",Virginia
.Lunenburg County,"13,050",Virginia
.Madison County,"12,643",Virginia
.Mathews County,"9,145",Virginia
.Mecklenburg County,"32,425",Virginia
.Middlesex County,"10,007",Virginia
.Montgomery County,"85,236",Virginia
.Nelson County,"14,496",Virginia
.New Kent County,"13,876",Virginia
.Northampton County,"12,843",Virginia
.Northumberland County,"12,239",Virginia
.Nottoway County,"15,849",Virginia
.Orange County,"26,431",Virginia
.Page County,"23,171",Virginia
.Patrick County,"19,293",Virginia
.Pittsylvania County,"62,037",Virginia
.Powhatan County,"23,090",Virginia
.Prince Edward County,"19,737",Virginia
.Prince George County,"33,586",Virginia
.Prince William County,"298,843",Virginia
.Pulaski County,"35,120",Virginia
.Rappahannock County,"7,157",Virginia
.Richmond County,"8,924",Virginia
.Roanoke County,"85,941",Virginia
.Rockbridge County,"20,905",Virginia
.Rockingham County,"68,671",Virginia
.Russell County,"29,001",Virginia
.Scott County,"23,127",Virginia
.Shenandoah County,"35,835",Virginia
.Smyth County,"32,931",Virginia
.Southampton County,"17,489",Virginia
.Spotsylvania County,"96,326",Virginia
.Stafford County,"98,320",Virginia
.Surry County,"6,829",Virginia
.Sussex County,"12,318",Virginia
.Tazewell County,"43,985",Virginia
.Warren County,"32,222",Virginia
.Washington County,"51,441",Virginia
.Westmoreland County,"16,518",Virginia
.Wise County,"41,810",Virginia
.Wythe County,"27,585",Virginia
.York County,"58,651",Virginia
.Alexandria city,"130,932",Virginia
.Bedford city,"6,400",Virginia
.Bristol city,"17,330",Virginia
.Buena Vista city,"6,423",Virginia
.Charlottesville city,"41,436",Virginia
.Chesapeake city,"202,325",Virginia
.Colonial Heights city,"17,002",Virginia
.Covington city,"6,319",Virginia
.Danville city,"47,415",Virginia
.Emporia city,"5,618",Virginia
.Fairfax city,"21,668",Virginia
.Falls Church city,"10,550",Virginia
.Franklin city,"8,160",Virginia
.Fredericksburg city,"20,061",Virginia
.Galax city,"6,775",Virginia
.Hampton city,"143,432",Virginia
.Harrisonburg city,"41,646",Virginia
.Hopewell city,"22,147",Virginia
.Lexington city,"6,858",Virginia
.Lynchburg city,"65,003",Virginia
.Manassas city,"35,341",Virginia
.Manassas Park city,"10,777",Virginia
.Martinsville city,"15,173",Virginia
.Newport News city,"181,873",Virginia
.Norfolk city,"236,489",Virginia
.Norton city,"3,896",Virginia
.Petersburg city,"33,183",Virginia
.Poquoson city,"11,523",Virginia
.Portsmouth city,"99,166",Virginia
.Radford city,"16,193",Virginia
.Richmond city,"197,575",Virginia
.Roanoke city,"94,931",Virginia
.Salem city,"24,487",Virginia
.Staunton city,"23,734",Virginia
.Suffolk city,"66,448",Virginia
.Virginia Beach city,"428,396",Virginia
.Waynesboro city,"19,744",Virginia
.Williamsburg city,"12,024",Virginia
.Winchester city,"24,224",Virginia
.Adams County,"16,259",Washington
.Asotin County,"20,447",Washington
.Benton County,"145,909",Washington
.Chelan County,"66,574",Washington
.Clallam County,"64,756",Washington
.Clark County,"357,211",Washington
.Columbia County,"4,034",Washington
.Cowlitz County,"93,608",Washington
.Douglas County,"32,787",Washington
.Ferry County,"7,285",Washington
.Franklin County,"50,511",Washington
.Garfield County,"2,313",Washington
.Grant County,"76,044",Washington
.Grays Harbor County,"67,896",Washington
.Island County,"73,884",Washington
.Jefferson County,"26,845",Washington
.King County,"1,754,090",Washington
.Kitsap County,"234,513",Washington
.Kittitas County,"34,000",Washington
.Klickitat County,"19,161",Washington
.Lewis County,"68,934",Washington
.Lincoln County,"10,123",Washington
.Mason County,"50,298",Washington
.Okanogan County,"39,126",Washington
.Pacific County,"20,631",Washington
.Pend Oreille County,"11,807",Washington
.Pierce County,"716,447",Washington
.San Juan County,"14,334",Washington
.Skagit County,"104,534",Washington
.Skamania County,"9,833",Washington
.Snohomish County,"622,390",Washington
.Spokane County,"422,922",Washington
.Stevens County,"40,204",Washington
.Thurston County,"212,421",Washington
.Wahkiakum County,"3,776",Washington
.Walla Walla County,"55,072",Washington
.Whatcom County,"171,172",Washington
.Whitman County,"40,814",Washington
.Yakima County,"222,757",Washington
.Barbour County,"15,436",West Virginia
.Berkeley County,"78,428",West Virginia
.Boone County,"25,372",West Virginia
.Braxton County,"14,702",West Virginia
.Brooke County,"25,237",West Virginia
.Cabell County,"96,035",West Virginia
.Calhoun County,"7,480",West Virginia
.Clay County,"10,153",West Virginia
.Doddridge County,"7,588",West Virginia
.Fayette County,"47,067",West Virginia
.Gilmer County,"7,309",West Virginia
.Grant County,"11,325",West Virginia
.Greenbrier County,"34,452",West Virginia
.Hampshire County,"20,668",West Virginia
.Hancock County,"32,421",West Virginia
.Hardy County,"12,805",West Virginia
.Harrison County,"67,817",West Virginia
.Jackson County,"28,098",West Virginia
.Jefferson County,"43,348",West Virginia
.Kanawha County,"197,898",West Virginia
.Lewis County,"16,802",West Virginia
.Lincoln County,"22,067",West Virginia
.Logan County,"37,013",West Virginia
.McDowell County,"26,301",West Virginia
.Marion County,"56,060",West Virginia
.Marshall County,"35,191",West Virginia
.Mason County,"26,258",West Virginia
.Mercer County,"61,858",West Virginia
.Mineral County,"27,071",West Virginia
.Mingo County,"27,489",West Virginia
.Monongalia County,"83,230",West Virginia
.Monroe County,"13,245",West Virginia
.Morgan County,"15,270",West Virginia
.Nicholas County,"26,177",West Virginia
.Ohio County,"46,636",West Virginia
.Pendleton County,"8,112",West Virginia
.Pleasants County,"7,634",West Virginia
.Pocahontas County,"8,955",West Virginia
.Preston County,"29,534",West Virginia
.Putnam County,"51,483",West Virginia
.Raleigh County,"78,251",West Virginia
.Randolph County,"28,373",West Virginia
.Ritchie County,"10,333",West Virginia
.Roane County,"15,428",West Virginia
.Summers County,"14,301",West Virginia
.Taylor County,"16,079",West Virginia
.Tucker County,"7,248",West Virginia
.Tyler County,"9,533",West Virginia
.Upshur County,"23,366",West Virginia
.Wayne County,"42,919",West Virginia
.Webster County,"9,614",West Virginia
.Wetzel County,"17,342",West Virginia
.Wirt County,"5,858",West Virginia
.Wood County,"87,678",West Virginia
.Wyoming County,"25,133",West Virginia
.Adams County,"20,337",Wisconsin
.Ashland County,"16,773",Wisconsin
.Barron County,"45,225",Wisconsin
.Bayfield County,"15,076",Wisconsin
.Brown County,"229,332",Wisconsin
.Buffalo County,"13,855",Wisconsin
.Burnett County,"15,797",Wisconsin
.Calumet County,"41,950",Wisconsin
.Chippewa County,"55,820",Wisconsin
.Clark County,"33,763",Wisconsin
.Columbia County,"53,167",Wisconsin
.Crawford County,"17,020",Wisconsin
.Dane County,"434,745",Wisconsin
.Dodge County,"86,385",Wisconsin
.Door County,"28,159",Wisconsin
.Douglas County,"43,529",Wisconsin
.Dunn County,"40,599",Wisconsin
.Eau Claire County,"93,835",Wisconsin
.Florence County,"5,036",Wisconsin
.Fond du Lac County,"97,856",Wisconsin
.Forest County,"9,916",Wisconsin
.Grant County,"49,739",Wisconsin
.Green County,"33,929",Wisconsin
.Green Lake County,"19,213",Wisconsin
.Iowa County,"22,932",Wisconsin
.Iron County,"6,776",Wisconsin
.Jackson County,"19,337",Wisconsin
.Jefferson County,"76,736",Wisconsin
.Juneau County,"24,546",Wisconsin
.Kenosha County,"151,962",Wisconsin
.Kewaunee County,"20,302",Wisconsin
.La Crosse County,"107,761",Wisconsin
.Lafayette County,"16,303",Wisconsin
.Langlade County,"20,820",Wisconsin
.Lincoln County,"29,548",Wisconsin
.Manitowoc County,"82,788",Wisconsin
.Marathon County,"126,459",Wisconsin
.Marinette County,"43,157",Wisconsin
.Marquette County,"14,624",Wisconsin
.Menominee County,"4,521",Wisconsin
.Milwaukee County,"939,305",Wisconsin
.Monroe County,"41,298",Wisconsin
.Oconto County,"36,149",Wisconsin
.Oneida County,"36,912",Wisconsin
.Outagamie County,"163,726",Wisconsin
.Ozaukee County,"83,001",Wisconsin
.Pepin County,"7,355",Wisconsin
.Pierce County,"37,204",Wisconsin
.Polk County,"42,212",Wisconsin
.Portage County,"67,422",Wisconsin
.Price County,"15,566",Wisconsin
.Racine County,"189,047",Wisconsin
.Richland County,"18,061",Wisconsin
.Rock County,"153,174",Wisconsin
.Rusk County,"15,245",Wisconsin
.St. Croix County,"65,711",Wisconsin
.Sauk County,"55,660",Wisconsin
.Sawyer County,"16,249",Wisconsin
.Shawano County,"40,878",Wisconsin
.Sheboygan County,"113,023",Wisconsin
.Taylor County,"19,813",Wisconsin
.Trempealeau County,"27,118",Wisconsin
.Vernon County,"28,157",Wisconsin
.Vilas County,"21,464",Wisconsin
.Walworth County,"93,462",Wisconsin
.Washburn County,"16,070",Wisconsin
.Washington County,"119,387",Wisconsin
.Waukesha County,"365,564",Wisconsin
.Waupaca County,"52,092",Wisconsin
.Waushara County,"23,343",Wisconsin
.Winnebago County,"158,163",Wisconsin
.Wood County,"75,376",Wisconsin
.Albany County,"32,419",Wyoming
.Big Horn County,"11,209",Wyoming
.Campbell County,"34,699",Wyoming
.Carbon County,"15,217",Wyoming
.Converse County,"11,996",Wyoming
.Crook County,"5,778",Wyoming
.Fremont County,"35,718",Wyoming
.Goshen County,"12,475",Wyoming
.Hot Springs County,"4,763",Wyoming
.Johnson County,"7,167",Wyoming
.Laramie County,"82,554",Wyoming
.Lincoln County,"14,697",Wyoming
.Natrona County,"66,978",Wyoming
.Niobrara County,"2,357",Wyoming
.Park County,"25,696",Wyoming
.Platte County,"8,765",Wyoming
.Sheridan County,"26,623",Wyoming
.Sublette County,"6,026",Wyoming
.Sweetwater County,"36,899",Wyoming
.Teton County,"18,653",Wyoming
.Uinta County,"19,413",Wyoming
.Washakie County,"8,068",Wyoming
.Weston County,"6,487",Wyoming
